Topic,Subject,Question,Answer
"Algoritmo","Clasificación de los algoritmos","What are the main computer system functions?","The following are the main computer system functions."
"Algoritmo","Definición de agente inteligente","What is an algorithm term?","The term algorithm is used to describe a set of rules. These rules allow a problem to be solved, in a certain way, by a certain set of operations."
"Algoritmo","Características de los algoritmos","What is a computer program? A computer program uses rules to solve problems.","An algorithm is a computer program. It uses rules and instructions to solve problems."
"Algoritmo","Características de los algoritmos","What is an algorithm idea?","An algorithm is a set of rules, or ideas, that can be used to solve problems."
"Algoritmo","Características de los algoritmos","What does Jeremy Hobson think?","The BBC's science correspondent, Jeremy Hobson, looks at how computers work."
"Algoritmo","Definición de agente inteligente","What is the term for an algorithm?","The term algorithm is a description of a set of rules that allows a problem to be solved, in a certain way, by means of systematic (not necessarily ordered) and finite operations."
"Algoritmo","Input del algoritmo","What is the name of the command? What are the steps required to execute the given command?","The following example shows how to use the following commands. The following command will be executed when you type it."
"Algoritmo","Características de los algoritmos","What does Jeremy Hobson think?","The BBC's science correspondent, Jeremy Hobson, looks at the challenges faced by scientists trying to use technology to predict what will happen in the future."
"Algoritmo","Características de los algoritmos","What is the purpose of this paper?","The purpose of this paper is to show how to design algorithms for the number of points distribution problem in a series of triplets."
"Algoritmo","Ejemplo de algoritmo","What is an algorithm?","An algorithm is a computer program. It can do something that a human can not, for example, make a recipe."
"Algoritmo","Características de los algoritmos","What is a computer program that uses instructions or rules to solve problems?","An algorithm is a computer program that uses instructions or rules to solve problems."
"Algoritmo","Input del algoritmo","What is the name of the algoritm?","A cooking class is a chance for students to learn how to prepare a meal."
"Algoritmo","Características de los algoritmos","What does Jeremy Hobson look at?","The BBC's science correspondent, Jeremy Hobson, looks at the role of algorithms in computing."
"Algoritmo","Input del algoritmo","What is the name of the algorithm that is used to find the search results?","The world wide web is a large and complex place. The web is a big part of our lives."
"Algoritmo","Definición de agente inteligente","What is the algorithm's name?","An algorithm is a set of instructions. They are used to solve problems."
"Algoritmo","Clasificación de los algoritmos","What is the title of the paper describing the algorithm classification?","In this paper, we explain the algorithm classification."
"Algoritmo","Definición de agente inteligente","What is the name of the algorithm?","The algorithm is a set of instructions that is used to solve problems."
"Algoritmo","Clasificación de los algoritmos","What is the name of the paper that describes the classification of algorithms?","In this paper we describe the classification of algorithms."
"Algoritmo","Historia del algoritmo","What is the name of the film that celebrates Euclid?","The ancient Greek mathematician Euclid is celebrated in the film The Big Bang Theory, which opens in the UK on Friday."
"Algoritmo","Historia del algoritmo","What does John Sudworth look at?","The BBC's science correspondent, Dr John Sudworth, looks at the history of algorithms."
"Algoritmo","Ejemplo de algoritmo de recomendación","What is one way to get people to like your content?","In the world of social media, recommendation algorithms are not the only way to get people to like your content."
"Algoritmo","Ejemplo de algoritmo","What is the name of the algorithm that Facebook uses to find out what you're interested in?","Facebook has revealed that it is using Edgerank to find out what you're most likely to be interested in on the site."
"Algoritmo","Características de los algoritmos","What is the idea of an algorithm?","The idea of an algorithm is to create a set of rules that can be used to solve problems."
"Algoritmo","Ejemplo de algoritmo","What is the name of the algorithm used by Google?","Google has been accused of manipulating its search results to favour its own products and services over those of rivals such as Yahoo and Bing."
"Algoritmo","Partes del algoritmo","What is the name of the part of an algorithm?","An algorithm is a computer program that uses a set of instructions to solve a problem."
"Algoritmo","Input del algoritmo","What is the name of the algorithm that is used to determine the results of a search?","The internet is a huge and complex place, and the internet is a huge part of our daily lives."
"Algoritmo","Input del algoritmo","What is the name of the command that specifies the steps to be taken when a given command is executed?","The following example shows how to use the following commands to specify the steps to be taken when a given command is executed."
"Algoritmo","Ejemplo de algoritmo","What is an algorithm?","An algorithm is a computer program that can do something, such as make a recipe, that a human would be able to do."
"Algoritmo","Partes del algoritmo","What is the function of an algorithm?","An algorithm is a kind of computer program. It uses instructions to solve problems."
"Algoritmo","Características de los algoritmos","What does Jeremy Hobson look at?","The BBC's science correspondent, Jeremy Hobson, looks at the challenges faced by researchers trying to develop algorithms for predicting the behaviour of natural disasters."
"Algoritmo","Características de los algoritmos","What is the aim of this paper?","The aim of this paper is to show how to design algorithms for the problem of the distribution of the number of points of a series of triplets."
"Aprendizaje automático","Definición de aprendizaje automático","What does Sue Perkins explain about machine learning?","The BBC's artificial intelligence expert, Sue Perkins, explains how machine learning works."
"Aprendizaje automático","Definición de aprendizaje automático","What does machine learning mean to you?","The BBC's artificial intelligence expert, Sue Perkins, explains how the system works."
"Aprendizaje federado","Definición de aprendizaje federado","What is the name of the new way of learning at the University of Cambridge?","The University of Cambridge has developed a new way of learning, called Federated Learning."
"Aprendizaje federado","Ejemplo de aprendizaje federado","What is the name of the project?","Researchers at the University of California, Los Angeles, have developed a way to train artificial intelligence models that can be used in hospitals."
"Aprendizaje federado","Ejemplo de aprendizaje federado","What is the project name?","University of California, Los Angeles researchers have developed a way to train artificial intelligence models for use in hospitals."
"Aprendizaje federado","Definición de aprendizaje federado","What is the new way of learning in the University of Cambridge?","A new way of learning has been developed at the University of Cambridge."
"Aprendizaje por refuerzo","Definición de aprendizaje por refuerzo","What is the name of the new type of machine learning?","The research group at the University of Bristol has developed a new type of machine learning called reinforcement learning."
"Aprendizaje por refuerzo","Funcionalidad del aprendizaje por refuerzo","What is the main function of aprendizaje?","This paper shows how to train an unsupervised learning algorithm group."
"Aprendizaje por refuerzo","Ejemplos de aprendizaje por refuerzo","What is the name of the tool that you use to find out how to use a site?","It is a great tool to help you learn how to use a website."
"Aprendizaje por refuerzo","Definición de aprendizaje por refuerzo","What does reinforcement learning mean?","This paper describes how software development can use reinforcement learning."
"Aprendizaje por refuerzo","Ejemplos de aprendizaje por refuerzo","What is a new kind of artificial intelligence term?","A new type of artificial intelligence is being developed to predict people's future behavior."
"Aprendizaje por refuerzo","Ejemplos de aprendizaje por refuerzo","What is a reward for doing well?","Researchers at the University of California, Berkeley, have developed a way to teach children to learn by giving them a reward for doing well."
"Aprendizaje por refuerzo","Ejemplos de aprendizaje por refuerzo","What is a good reward if you do well?","Researchers at the University of California, Berkeley, have found a way to help children learn. When they do well, they get a reward."
"Aprendizaje por refuerzo","Definición de aprendizaje por refuerzo","What is the new type of machine learning?","The University of Bristol's research group has developed a new type of machine learning called reinforcement learning."
"Aprendizaje por refuerzo","Ejemplos de aprendizaje por refuerzo","What is the name of the tool that is used to learn how to use a website?","This is a very useful tool for learning how to use a website."
"Aprendizaje por refuerzo","Definición de aprendizaje por refuerzo","What is the definition of reinforcement learning?","This paper describes the use of reinforcement learning in software development."
"Aprendizaje por refuerzo","Ejemplos de aprendizaje por refuerzo","What is the term for a new type of artificial intelligence?","A new type of artificial intelligence is being developed that can predict the future behaviour of people."
"Aprendizaje por refuerzo","Funcionalidad del aprendizaje por refuerzo","What is the main feature of the aprendizaje?","In this paper we show how to train a group of unsupervised learning algorithms."
"Autoencoder","Definición de autoencoder","What is the name of the autoencoder developed by the University of Cambridge?","The University of Cambridge has developed an autoencoder for the Cambridge University Press."
"Autoencoder","Definición de autoencoder","What is the name of the new method developed?","A novel method for learning autoencoders has been developed."
"Autoencoder","Definición de autoencoder","What is the goal of the project?","The research group in this project is developing an autoencoder for the decoding of audio signals."
"Autoencoder","Definición de autoencoder","What is the project's goal?","In this project, the research group is developing an autoencoder to read audio signals."
"Autoencoder","Definición de autoencoder","What is the name of the autoencoder developed by Cambridge University?","The Cambridge University Press has developed an autoencoder for computer science."
"Autoencoder","Definición de autoencoder","What is the new method being developed?","A new way to learn autoencoders has been developed."
"Big data","Definición de big data","What is the definition of big data?","The term 'big data' has been around for a long time, but has now become more common."
"Big data","Definición de big data","What does big data mean?","In our series of letters from African journalists, Ahmed Rashid looks at the big data revolution."
"Big data","Uso de big data","What is the definition of data collection and analysis?","Big data is the collection and analysis of large amounts of information."
"Big data","Definición de big data","What does big data mean?","The term 'big data' has been around for a long time, but is becoming more popular."
"Big data","Definición de big data","What is the definition of big data?","In our series of letters from African journalists, filmmaker and columnist Ahmed Rashid looks at the big data revolution."
"Big data","Uso de big data","What is the term for the collection and analysis of large amounts of data?","Big Data is the collection and analysis of large amounts of data."
"Blockchain","Ejemplo de blockchain","What is the name of the technology used in the banking sector?","The use of blockchain technology in the banking sector has been growing in recent years."
"Blockchain","Definición de blockchain","What is the definition of blockchain?","The Blockchain Foundation is a non-profit organisation that promotes the adoption of Blockchain technology."
"Blockchain","Definición de blockchain","What is the definition of blockchain?","The Blockchain Foundation is a non-profit organisation that promotes the use of Blockchain technology."
"Blockchain","Definición de blockchain","What is the blockchain definition?","Blockchain technology is a new business model."
"Blockchain","Blockchain example","What type of technology is expected to be the global market's fastest growing segment?","The telecommunications industry is expected to grow at the fastest rate in the global blockchain market."
"Blockchain","Definición de blockchain","What is the name of the new technology being used to help businesses manage their digital assets?","A new technology is being used to help businesses manage their digital assets."
"Blockchain","Blockchain example","What type of technology is expected to be the fastest growing segment of the global market?","The telecommunications sector is expected to be one of the fastest growing segments in the global blockchain market."
"Blockchain","Definición de blockchain","What is the definition of blockchain?","The Blockchain technology is a new way of doing business."
"Blockchain","Ejemplo de blockchain","What is the technology that allows information to be transferred between computers?","Blockchain technology allows information to be transferred between computers."
"Blockchain","Definición de blockchain","What is the blockchain definition?","The Blockchain Foundation is a non-profit organization to promote the use of blockchain technology."
"Blockchain","Definición de blockchain","What is the blockchain definition?","The Blockchain Foundation is a non-profit organization to promote the use of blockchain technology."
"Blockchain","Ejemplo de blockchain","What is the technology that is used in the banking industry?","The use of blockchain technology in the banking industry has increased in recent years."
"Blockchain","Ejemplo de blockchain","What is the name of the technology that allows the transfer of information between computers?","Blockchain is a technology that allows the transfer of information between computers."
"Blockchain","Definición de blockchain","What new technology is being used to help businesses manage their digital resources?","A new technology is being used to help companies manage their assets."
"Bot","Definición de bot","What is a bot definition?","A bot is a computer program. It is made to do certain things."
"Bot","Ejemplo de bot","What is the name of the bot used in the election?","The United States is currently holding elections to choose a new president, and the use of bots in the campaign has been a major issue."
"Bot","Definición de bot","What is the definition of a bot?","A bot is a computer program capable of performing repetitive tasks."
"Bot","Definición de bot","What is the definition of a bot?","A bot is a software application that is programmed to perform certain tasks."
"Bot","Ejemplo de bot","What is a bot?","A bot is a computer program that is capable of playing a video game."
"Bot","Ejemplo de bot","What is a bot?","A bot is a computer program that can play video games."
"Bot","Definición de bot","What is a bot definition?","A bot is a computer program that does the same thing over and over."
"Bot","Ejemplo de bot","What is the election bot's name in the election?","The United States is currently having elections to choose a new president, and people have been talking about using bots."
"Bot","Tipos de bot","What is a bot?","Bots are computer programs that people use to control other people on the Internet."
"Bot","Tipos de bot","What is a bot?","Bots are software programs designed to monitor and control other people's online activities."
"Ciencia de datos","Ejemplo de ciencia de datos","What is the main new approach of the NCA?","The UK's National Crime Agency (NCA) has developed a new way to identify cyber threats. It uses machine learning to find patterns in data."
"Ciencia de datos","Ventajas de la ciencia de datos","What does it mean to use data to change the way we work?","The use of data to improve the way we work has become an important part of many companies."
"Ciencia de datos","Definición de ciencia de datos","What does data science mean?","Many universities and research institutions have been using the term data science for a long time."
"Ciencia de datos","Expertos en ciencia de datos","What is a computer scientist? A computer scientist uses data to solve problems.","Data science is a branch of computer science that uses data to make things work."
"Ciencia de datos","Definición de ciencia de datos","What is the data science term?","Data science is a science that uses information to solve problems."
"Ciencia de datos","Ventajas de la ciencia de datos","What is the term for the use of data to improve the way we work?","The use of data to improve the way we work has become a key factor in the success of many companies."
"Ciencia de datos","Ejemplo de ciencia de datos","What is the main focus of the NCA's new approach?","The UK's National Crime Agency (NCA) has developed a new approach to identifying cyber threats, using machine learning to identify patterns in data."
"Ciencia de datos","Expertos en ciencia de datos","What is the term for a computer scientist who uses data to solve problems?","Data science is a branch of computer science that uses data to solve problems."
"Ciencia de datos","Definición de ciencia de datos","What is the term for data science?","Data science is a branch of science that uses data to solve problems."
"Ciencia de datos","Definición de ciencia de datos","What is the topic of the PhD program at the University of Bristol?","The University of Bristol is offering a PhD in data science."
"Ciencia de datos","Definición de ciencia de datos","What is the definition of data science?","The term data science has been used by many universities and research institutions for a long time."
"Ciencia de datos","Definición de ciencia de datos","What is the PhD program topic at the University of Bristol?","The University of Bristol offers a data science PhD."
"Computación Ecológica","Definición de computación Ecológica","What is the name of the document that the GPC is working on?","The Green Computing Project (GPC) at the University of Cambridge is helping universities and research institutions to develop green computing strategies."
"Computación Ecológica","Definición de computación Ecológica","What is the name of the initiative that promotes the use of green computing?","The World Green Computing Council (WGC) has launched a new initiative to promote the use of green computing in the world."
"Computación Ecológica","Definición de computación Ecológica","What is the name of the project that the GPC is working on?","The Green Computing Project (GPC) at the University of Cambridge is helping people learn more about green computers and how they can use them."
"Computación Ecológica","Definición de computación Ecológica","What is the purpose of this project to promote green computing use?","World Green Computing Council The World Green Computing Council (WGC) is an international organization."
"Función Hash","Definición de función hash","What exactly is a hash function?","A Hash function is a mathematical function. It can be used to get a certain number of information."
"Función Hash","Definición de función hash","What is a cryptographic hash function?","This page explains how to use a hash function in Python. It uses the Python programming language."
"Función Hash","Definición de función hash","What exactly is a hash function?","A hash function is a function that can be used to get information about an element."
"Función Hash","Definición de función hash","What is the definition of a cryptographic hash function?","This page describes the use of a cryptographic hash function in the Python programming language."
"Función Hash","Definición de función hash","What is the definition of a hash function?","A Hash Function is a mathematical function that transforms a set of data into an alphanumeric code of fixed length."
"Función Hash","Definición de función hash","What is the definition of a hash function?","A hash function is a function that converts one or more input elements into another element."
"Grafo","Definición de grafo","What is a graph definition?","In mathematics, a graph is a set of objects that can be put together in a certain way."
"Grafo","Definición de grafo","What does grafo mean?","Graph theory is a branch of mathematics that studies how information is related to people."
"Grafo","Definición de grafo","What is a graph definition?","A graph is a way to show information about a system or set."
"Grafo","Definición de grafo","What is the definition of a graph?","A graph is a representation of a system or set, by means of graphical schemes."
"Grafo","Definición de grafo","What is the definition of grafo?","Graph theory is a branch of mathematics that deals with the relationship between data and people."
"Grafo","Definición de grafo","What is the definition of a graph?","A graph is a set of objects that can be arranged in a way that is mathematically possible."
"Internet de las Cosas (IoT)","Características de Internet de las Cosas (IoT)","What is the term for the Internet of Things?","The Internet of Things (IoT) is a growing trend in the technology industry."
"Internet de las Cosas (IoT)","Características de Internet de las Cosas (IoT)","What is the term for the use of sensors and actuators in the home?","The use of sensors and actuators in the home is increasing."
"Internet de las Cosas (IoT)","Ejemplo de Internet de las Cosas (IoT)","What is the internet's name?","The University of California, Berkeley is developing a new type of shoe."
"Internet de las Cosas (IoT)","Ejemplo de Internet de las Cosas (IoT)","What is Garageio?","Garageio is a new app that allows you to control your garage from home by connecting to the app."
"Internet de las Cosas (IoT)","Características de Internet de las Cosas (IoT)","What is the definition of sensors and actuators in the home?","The use of actuators and sensors in the home is growing."
"Internet de las Cosas (IoT)","Características de Internet de las Cosas (IoT)","What exactly is the Internet of Things?","The Internet of Things (IoT) is an important technology in technology."
"Internet de las Cosas (IoT)","Definición de Internet de las Cosas (IoT)","What is the internet of things definition?","Dan Biles, the BBC's technology correspondent, looks at the internet of things future."
"Internet de las Cosas (IoT)","Ejemplo de Internet de las Cosas (IoT)","What is Garageio?","Garageio is a new app that allows you to monitor and control your garage from home by connecting to the app."
"Internet de las Cosas (IoT)","Ejemplo de Internet de las Cosas (IoT)","What is the name of the internet?","A new type of shoe is being developed by the University of California, Berkeley."
"Internet de las Cosas (IoT)","Definición de Internet de las Cosas (IoT)","What is the definition of the internet of things?","The BBC's technology correspondent, Dan Biles, looks at the future of the internet of things."
"Metadatos","Definición de metadatos","What is the definition of metadata?","Metadata is a collection of information that accompanies data."
"Metadatos","Definición de metadatos","What is the definition of metadata?","Metadata is a word that has been used by many people to describe data."
"Metadatos","Definición de metadatos","What is the definition of metadata?","Metadata is a term used in the software development industry."
"Metadatos","Definición de metadatos","What exactly is metadata?","Metadata is a word that many people use to describe information."
"Metadatos","Definición de metadatos","What exactly is metadata?","Metadata is a very important part of software development."
"Metadatos","Definición de metadatos","What exactly is metadata?","Metadata is the information that goes along with data."
"Metaverso","Definición de metaverso","What does Richard Black mean by this?","Richard Black, the BBC's technology correspondent, explains what the metaverse is."
"Metaverso","Ejemplo de metaverso","What is the name of the method developed by scientists at the University of California, Los Angeles?","Scientists at the University of California, Los Angeles, have developed a way to stop people from falling ill if they get sick."
"Metaverso","Ejemplo de metaverso","What is the name of the report published by the European Commission?","The European Commission has published a report on the 'breakthrough' technology of machine testing."
"Metaverso","Ejemplo de metaverso","What is the name of the University of California, Los Angeles-based method?","University of California, Los Angeles scientists have developed a way to stop people from getting sick if they get sick."
"Metaverso","Definición de metaverso","What is the definition of metaverso?","The Metaverse is a new technology developed by the University of California, Los Angeles (UCLA)."
"Metaverso","Definición de metaverso","What exactly is a metaverse?","A metaverse is a new way for people to explore the world."
"Metaverso","Definición de metaverso","What does metaverso mean?","The University of California, Los Angeles (UCLA) has developed a new technology called Metaverse."
"Metaverso","Ejemplo de metaverso","What is the name of the European Commission report?","The European Commission has published a report on machine testing 'breakthrough' technology."
"Metaverso","Definición de metaverso","What does Richard Black explain about the metaverse?","The BBC's technology correspondent, Richard Black, explains the meaning of the metaverse."
"Metaverso","Definición de metaverso","What is the definition of a metaverse?","The idea of a metaverse is a new way of exploring the universe."
"Modelo","Definición de modelo","What is the goal of the project?","The aim of this project is to develop a new type of data analytics: a model."
"Modelo","Definición de modelo","What is the definition of a machine learning model?","A machine learning model is a file that has been trained to recognize certain types of patterns."
"Modelo","Definición de modelo","What is a model definition?","This paper shows how to train an artificial intelligence model to predict what will happen in the future."
"Modelo","Definición de modelo","What is the project's goal?","The goal of this project is to create a new type of data analysis."
"Modelo","Definición de modelo","What exactly is a machine learning model?","A machine learning model is a computer file that has been trained to know certain things."
"Modelo","Definición de modelo","What is a model definition?","AI is a science that is trying to improve how we use and think about data."
"Modelo","Definición de modelo","What is the definition of a model?","This paper describes how to train an artificial intelligence model to predict the likelihood of a given event."
"Modelo","Definición de modelo","What is the definition of a model?","AI is a branch of science that aims to improve the way we think about and use data."
"Modelos generativos","Ejemplo de modelos generativos","What is a model-based learning approach?","Image-based learning is a new computer training method."
"Modelos generativos","Ejemplo de modelos generativos","What is an example of a model-based learning method?","Image-based learning is a promising new way to train computers."
"Modelos generativos","Definición de modelos generativos","What is the name of the paper that describes the use of ofrative models to train computer systems to discriminate between real and artificial examples?","This paper describes the use ofrative models to train computer systems to discriminate between real and artificial examples."
"Modelos generativos","Definición de modelos generativos","What type of model is being used to train computer systems?","Generative models are a new computer training method."
"Modelos generativos","Definición de modelos generativos","What is the current model that we present?","We present an unsupervised learning model for large-scale data sets."
"Modelos generativos","Definición de modelos generativos","What is the name of the paper that describes how ofrative models are used to train computer systems to distinguish between real and fake examples?","The purpose of this paper is to train computer systems to distinguish between real and artificial examples."
"Modelos generativos","Definición de modelos generativos","What is the definition of a model that is used to train computers?","Generative models are a new way of training computers."
"Modelos generativos","Definición de modelos generativos","What is the name of the model we present?","We present a generative model for unsupervised learning of large-scale data sets."
"Máquina de Turing","Definición de máquina de Turing","What is the name of the machine that Alan Turing developed?","The BBC's science correspondent, Richard Black, has been to the University of Cambridge to see the Turing machine, a machine developed by Alan Turing in the 1950s."
"Máquina de Turing","Definición de máquina de Turing","What was the name of the machine that was seen at Bletchley Park?","The BBC's science correspondent, Jeremy Vine, has been to the World War Two code-breaking centre at Bletchley Park to see the Turing machine."
"Máquina de Turing","Definición de máquina de Turing","What is the name of the lecture by Alan Turing?","On the 80th anniversary of the Turing machine's creation, the University of California, Berkeley, is marking the occasion with a series of lectures by computer scientist Alan Turing, who was the man who first proposed the idea of a computer."
"Máquina de Turing","Definición de máquina de Turing","What is the most important computer machine in computer science?","The Turing machine and computer science are two of the most important topics in computer science."
"Máquina de Turing","Definición de máquina de Turing","What was the machine's name and what was its work?","The BBC's science correspondent, Jeremy Vine, went to Bletchley Park during World War Two to see how the machine worked."
"Máquina de Turing","Definición de máquina de Turing","What is the name of Alan Turing's machine?","The BBC's science correspondent, Richard Black, has been to the University of Cambridge to see what it is like to work with a Turing machine."
"Máquina de Turing","Definición de máquina de Turing","What is Alan Turing's famous lecture about?","To celebrate the 80th anniversary of the creation of the first computer, the University of California, Berkeley has organized a series of lectures by Alan Turing. Turing was the man who first proposed the idea of a computer."
"Máquina de Turing","Definición de máquina de Turing","What is the name of the machine that is the most important in computer science?","The Turing machine and the complexity of its solutions are two of the most important topics in computer science."
"Prolog","Definición de Prolog","What is the name of the project that has been awarded the European Research Award?","The PROLOG project has been awarded the European Union's prestigious R&D award, the European Research Award (Eredo), for its contribution to artificial intelligence."
"Prolog","Definición de Prolog","What is the name of the tutorial that shows you how to solve a factorial in Prolog?","In this tutorial, I will show you how to solve a factorial in the Prolog language."
"Prolog","Definición de Prolog","What is the name of the language Vine is working on with Le Gall?","The BBC's science correspondent, Jeremy Vine, has been working with French computer scientist and mathematician, Pierre-Yves Le Gall, to develop a language for artificial intelligence."
"Prolog","Definición de Prolog","What is the name of the European Research Award-winning project?","The PROLOG project has been awarded the European Union's highest research award, the European Research Award (Eredo), for its work on artificial intelligence."
"Prolog","Definición de Prolog","What is the name of the tutorial in Prolog that shows you how to solve a factorial?","In this tutorial, I will show you how to use the Prolog language to solve factorial."
"Prolog","Definición de Prolog","What language is Vine currently working on with Le Gall?","The BBC's science correspondent, Jeremy Vine, is working with Pierre-Yves Le Gall, a French computer scientist, to develop a language for artificial intelligence."
"Realidad aumentada","Definición de realidad aumentada","What exactly is augmented reality?","The BBC's technology correspondent, Chris McGrath, explains how our daily lives can be improved by augmented reality."
"Realidad aumentada","Definición de realidad aumentada","What exactly is augmented reality?","The Augmented Reality Association (ARA) is a non-profit organization. Its purpose is to promote the use of augmented reality."
"Realidad aumentada","Definición de realidad aumentada","What exactly is augmented reality?","The BBC's science and technology correspondent Nick Thorpe explains how the new technology can be used to create new media."
"Realidad aumentada","Ejemplo de realidad aumentada","What exactly is augmented reality?","Augmented reality is when you use your computer, smartphone or tablet to view the world around you."
"Realidad aumentada","Definición de realidad aumentada","What is the definition of augmented reality?","The Augmented Reality Association (ARA) is a non-profit organisation that promotes the use of augmented reality in the hospitality industry."
"Realidad aumentada","Ejemplo de realidad aumentada","What is the concept of Augmented Reality?","Augmented reality is the idea that your smartphone, tablet or computer can be used to view the world around you."
"Realidad aumentada","Definición de realidad aumentada","What is the definition of augmented reality?","The BBC's technology correspondent, Chris McGrath, explains how augmented reality can be used to enhance our daily lives."
"Realidad aumentada","Definición de realidad aumentada","What is the definition of augmented reality?","The BBC's science and technology correspondent Nick Thorpe explains how augmented reality can be used to create new forms of media."
"Reglas de asociación","Definición de reglas de asociación","What are the organization rules?","In this paper, we will look at decision trees and association rules."
"Reglas de asociación","Definición de reglas de asociación","What is a group rule definition?","The association rule is a set of rules that allow people to store and group things."
"Reglas de asociación","Ejemplo de reglas de asociación","What is the name of the rule that says that the person who bought the book from the seller will be the user.","The idea behind the idea is that if a user buys a book, the book will be given to the user who bought it from the seller."
"Reglas de asociación","Ejemplo de reglas de asociación","What is the name of the rule that states that the user who bought the book will be the one who bought the book from the seller?","The idea behind the idea is that if a user buys a book, then the user who bought it will be the one who bought the book from the seller."
"Reglas de asociación","Definición de reglas de asociación","What is the definition of a grouping rule?","The association rule is a set of rules that govern the way items are grouped and stored."
"Reglas de asociación","Definición de reglas de asociación","What is the definition of association rules?","In this paper we will look at the use of association rules in decision trees."
"Saludo","Saludo","What is your name?","My name is Sara"
"Saludo","Saludo","What's your name?","My name is Sara. What would you like to talk about?"
"Saludo","Saludo","What is your name?","My name is Sara, and what is yours?"
"Smart data","Definición de smart data","What is the name of the new type of data collection system?","The British government has announced that it will be introducing a new type of data collection system called Smart Data, which will be able to collect a lot of data in a short time, but will also be able to analyse it."
"Smart data","Definición de smart data","What is the term used to describe data that is ready to be used but not yet ready for use?","The term 'smart data' is used to describe data that is ready to be used, but which is not yet ready for use."
"Smart data","Definición de smart data","What is the term used to describe data that is not yet ready for use but can be used?","The term 'smart data' is used for data that is ready to be used, but does not yet need to be used."
"Smart data","Definición de smart data","What is the new type of information collection system?","The British government has announced that it will introduce a new type of data collection system called Smart Data. This system will be able to collect a lot of data in a short period of time."
"Smart data","Definición de smart data","What is a smart data definition?","Smart data is a technology that makes information more useful by using information."
"Smart data","Definición de smart data","What is the definition of smart data?","The term Smart Data is a description of a technology that uses data to make information more useful."
"Sobreajuste","Definición de sobreajuste","What is the definition of overfitting?","The term 'overfitting' is a common term used in machine learning to describe problems with models that are too complex to be understood by humans."
"Sobreajuste","Definición de sobreajuste","What exactly is a sobreajuste?","This video shows how to fit a computer model."
"Sobreajuste","Definición de sobreajuste","What does overfitting mean?","The term 'overfitting' is a common term in machine learning. It means that the model is too complex for humans to understand."
"Sobreajuste","Definición de sobreajuste","What exactly is a sobreajuste?","A new study shows that neural networks can be overfitted."
"Sobreajuste","Definición de sobreajuste","What is the definition of sobreajuste?","This video shows how to overfitting a computer model."
"Sobreajuste","Definición de sobreajuste","What is the definition of sobreajuste?","A new study suggests that a neural network can be overfitted."
"Subajuste","Definición de subajuste","What is the definition of a subajustment?","The failure of a system to work properly is called underfitting."
"Subajuste","Definición de subajuste","What is the name of the problem in machine learning?","In this article, I will be talking about a little known problem in machine learning."
"Subajuste","Causa de subajuste","What is the name of the condition that a 3D printer must be maintained?","We have been using a 3D printer for many years and have been finding that it is a very expensive machine to maintain."
"Subajuste","Definición de subajuste","What exactly is a subajustment?","When a system does not work properly, it is called underfitting."
"Subajuste","Causa de subajuste","What is the condition that a 3D printer should be kept in?","We have been using a 3D printer for a long time and have found that it is very expensive to keep up."
"Subajuste","Definición de subajuste","What is the machine learning problem name?","In this article, I will talk about a little-known machine learning problem."
"Sugar code","Definición de sugar code","What is a sugar code definition?","In this video, you will learn how to use sugar to write code."
"Sugar code","Definición de sugar code","What is the definition of a sugar code?","In this video, you will learn how to write code using sugar."
"Tabla Hash","Definición de tabla hash","What exactly is a tabla hash?","A hash table is an important tool when looking for data."
"Tabla Hash","Definición de tabla hash","What exactly is a tabla hash?","A hash table is a kind of data structure. It contains keys and values."
"Tabla Hash","Definición de tabla hash","What exactly is a tabla hash?","A hash table is a popular way to store information."
"Tabla Hash","Definición de tabla hash","What is the definition of tabla hash?","Hash tables are a popular way to store large amounts of data."
"Tabla Hash","Definición de tabla hash","What is the definition of tabla hash?","The hash table is a very useful tool for searching for data."
"Tabla Hash","Definición de tabla hash","What is the definition of tabla hash?","A hash table is a data structure that associates keys or keys with values."
"Test de Turing","Definición de test de Turing","What test did it pass?","The BBC reported that a machine called DeepMind had passed the test for the first time."
"Test de Turing","Definición de test de Turing","What is the name of the team that Nick Thorpe has been working with to test the theory that machines can mimic human speech?","The BBC's science correspondent, Nick Thorpe, has been working with artificial intelligence researcher, Alan Turing, to test the theory that machines can mimic human speech."
"Test de Turing","Definición de test de Turing","What test did DeepMind pass?","The BBC reports that a machine called DeepMind has passed the Turing test for the first time."
"Test de Turing","Definición de test de Turing","What is the name of the team working with Nick Thorpe to test the theory that machines can understand human speech?","The BBC's science correspondent, Nick Thorpe, has been working with Alan Turing, to test how well a computer could understand human speech."
"Test de Turing","Definición de test de Turing","What is the test that is used to check the machine's intelligence?","The BBC's science correspondent, Richard Galpin, explains how the test is used, and why it is important."
"Test de Turing","Definición de test de Turing","What is the name of the test that is used to test the intelligence of machines?","The BBC's science correspondent, Richard Galpin, explains how the Turing test is used to test the intelligence of machines."
"Trabajo","Trabajo","What do you do for a living?","I am responsible for promoting learning about AI through conversations."
"Trabajo","Trabajo","What do you do?","I am a chatbot to promote learning about AI"
"Trabajo","Trabajo","What is your occupation?","I am a chatbot in charge of fostering learning about AI."
"Trabajo","Trabajo","What do you do?","I am a chatbot to promote learning about AI. Are you interested in learning about any aspect of AI?"
